,item_nbr,sku,brand,pos_qty,pos_sales,Date
8998,550700335,1263203,Specialty,0,0.0,2023-08-12
4561,7904557,2004137,Enfamil,0,0.0,2023-08-12
7305,2684380,2051530,Enfamil WIC,7867,38721.21,2023-08-12
9794,30625556,2014467,Specialty,4010,16920.16,2023-08-12
7304,2667021,1158652,Enfamil WIC,2947,19458.42,2023-08-12
7951,260096442,1238597,Nutramigen / Allergy,0,0.0,2023-08-12
10535,555104251,3168834,Super High Premium,1140,53328.8,2023-08-12
5251,2679139,3127349,Enfamil,0,0.0,2023-08-12
10753,596927539,2055825,Super High Premium,0,0.0,2023-08-12
4291,2884552,1269807,Enfamil,1281,91754.39,2023-08-12
7626,2667028,3181651,Enfamil WIC,9403,222371.86,2023-08-12
7431,7900539,1154529,Enfamil WIC,0,0.0,2023-08-12
6619,575182522,2050728,Enfamil,0,0.0,2023-08-12
8626,551174858,2050676,Nutramigen / Allergy,1,20.0,2023-08-12
6620,552068777,3209701,Enfamil,5091,197439.29,2023-08-12
8625,2635245,2049717,Nutramigen / Allergy,316,1961.17,2023-08-12
8624,2684457,2050661,Nutramigen / Allergy,57232,2160197.31,2023-08-12
1635,30193083,2014689,Enfamil,1852,113604.96,2023-08-12
1634,31600025,2047807,Enfamil,391,17172.77,2023-08-12
5112,557655345,3125594,Enfamil,17916,586598.0,2023-08-12
1770,550342753,2040264,Enfamil,0,0.0,2023-08-12
6616,260004735,3180902,Enfamil,2861,110778.15,2023-08-12
2980,30193491,1278789,Enfamil,2971,182131.14,2023-08-12
9886,565122112,2027724,Specialty,0,0.0,2023-08-12
10634,571444203,2042059,Super High Premium,0,0.0,2023-08-12
6612,577723574,2051717,Enfamil,0,0.0,2023-08-12
6611,569043057,3264230,Enfamil,1350,46990.42,2023-08-12
1769,552530590,2020391,Enfamil,0,0.0,2023-08-12
1768,574258300,3173309,Enfamil,-2,-77.76,2023-08-12
6610,567284243,3192028,Enfamil,9234,346988.51,2023-08-12
6609,577723571,2051716,Enfamil,0,0.0,2023-08-12
6608,567213429,2044708,Enfamil,0,0.0,2023-08-12
490,652513659,3189345,Enfagrow,1460,43991.25,2023-08-12
5195,567626962,2040672,Enfamil,0,0.0,2023-08-12
9847,576905993,3168592,Specialty,0,0.0,2023-08-12
4968,31749037,3176973,Enfamil,0,0.0,2023-08-12
7624,7903108,2050691,Enfamil WIC,155581,3209015.58,2023-08-12
5987,2884587,1274014,Enfamil,1,39.97,2023-08-12
7625,7900511,2051560,Enfamil WIC,2,204.96,2023-08-12
1766,584727077,3172819,Enfamil,108,3576.81,2023-08-12
12213,30305999,ENFAGROW0005679680599,Enfagrow,3206,50966.76,2023-08-12
4292,30697615,2015389,Enfamil,0,0.0,2023-08-12
8482,554261587,2038263,Nutramigen / Allergy,0,0.0,2023-08-12
9235,551504295,1222396,Specialty,0,0.0,2023-08-12
11005,4009934,1014875,Vitamins,24,226.54,2023-08-12
8372,576905994,3194722,Nutramigen / Allergy,0,0.0,2023-08-12
300,557655333,2039738,Enfagrow,0,0.0,2023-08-12
8358,551355482,2015590,Nutramigen / Allergy,0,0.0,2023-08-12
5240,579134589,3118127,Enfamil,0,0.0,2023-08-12
5470,550265664,2004828,Enfamil,0,0.0,2023-08-12
4085,567284252,3263944,Enfamil,26201,1227967.98,2023-08-12
5466,567284251,3179307,Enfamil,20075,237393.59,2023-08-12
276,550265666,2039832,Enfagrow,19,259.7,2023-08-12
12125,30305086,ENFAMIL0005679680595,Enfamil,27,836.19,2023-08-12
6165,567213440,2044711,Enfamil,0,0.0,2023-08-12
1420,554228279,3204863,Enfamil,20312,260406.42,2023-08-12
3442,260006317,3271279,Enfamil,2689,104294.62,2023-08-12
1422,567284242,3198879,Enfamil,20207,1050516.76,2023-08-12
5110,584727078,3192255,Enfamil,36,1719.0,2023-08-12
1424,567284245,3172817,Enfamil,6,270.12,2023-08-12
11818,4001213,1014879,Vitamins,211,1706.97,2023-08-12
277,555221008,2039209,Enfagrow,0,0.0,2023-08-12
10375,555219839,2032919,Super High Premium,0,0.0,2023-08-12
7747,7900574,2049717,Nutramigen / Allergy,0,0.0,2023-08-12
10374,651283843,3199418,Super High Premium,0,0.0,2023-08-12
12322,30305981,ENFAMIL0005679690591,Enfamil,2087,124730.64,2023-08-12
4186,574444649,2053275,Enfamil,0,0.0,2023-08-12
3439,584854468,3208437,Enfamil,761,11274.22,2023-08-12
11145,653461203,3179882,Vitamins,0,0.0,2023-08-12
1934,2884594,1274015,Enfamil,224,8477.77,2023-08-12
7043,2611686,3271390,Enfamil WIC,18395,439003.73,2023-08-12
9426,551504297,1222396,Specialty,0,0.0,2023-08-12
7713,2875354,1239201,Nutramigen / Allergy,6,137.04,2023-08-12
11004,581615953,3123461,Vitamins,250,3226.33,2023-08-12
1061,31337318,2040255,Enfagrow,0,0.0,2023-08-12
7952,7900560,1258556,Nutramigen / Allergy,0,0.0,2023-08-12
3446,260006352,2039733,Enfamil,0,0.0,2023-08-12
12353,30305920,ENFAMIL0005679690594,Enfamil,7449,445483.55,2023-08-12
10519,651283844,3226132,Super High Premium,678,21472.17,2023-08-12
3114,567294751,2044708,Enfamil,5,348.4,2023-08-12
642,579134591,3180081,Enfagrow,0,0.0,2023-08-12
12802,30305696,ENFAMIL0005679680590,Enfamil,5,154.85,2023-08-12
3113,567284253,3180082,Enfamil,7486,74185.5,2023-08-12
3445,567284246,3142820,Enfamil,0,0.0,2023-08-12
3111,260006324,2039734,Enfamil,0,0.0,2023-08-12
12533,30305858,ENFAMIL0005679690596,Enfamil,75,5182.74,2023-08-12
11966,50195397,ENFAMIL0005679600627,Enfamil,1179,61842.75,2023-08-12
3776,567284244,3125595,Enfamil,1,44.86,2023-08-12
6164,567213434,2044710,Enfamil,0,0.0,2023-08-12
3108,650146549,3219261,Enfamil,5320,371142.99,2023-08-12
10961,583919567,3123461,Vitamins,0,0.0,2023-08-12
3782,578767985,2050880,Enfamil,0,0.0,2023-08-12
3781,567213430,2044709,Enfamil,0,0.0,2023-08-12
3780,7904550,3179305,Enfamil,4206,79074.71,2023-08-12
3443,2684529,1253140,Enfamil,1,24.77,2023-08-12
8416,567530185,2004138,Nutramigen / Allergy,0,0.0,2023-08-12
3777,567213441,3179307,Enfamil,0,0.0,2023-08-12
5472,567284247,2048566,Enfamil,0,0.0,2023-08-12
3444,557655356,2051562,Enfamil,17049,507884.49,2023-08-12
3107,567213439,3172817,Enfamil,0,0.0,2023-08-12
189,579134591,3180081,Enfagrow,0,0.0,2023-08-19
9465,30625556,2014467,Specialty,4021,17057.62,2023-08-19
7190,2684380,2051530,Enfamil WIC,7844,38752.66,2023-08-19
9000,551355457,1014853,Specialty,0,0.0,2023-08-19
5113,574444649,2053275,Enfamil,0,0.0,2023-08-19
418,7900567,2026652,Enfagrow,0,0.0,2023-08-19
9427,552913489,1282188,Specialty,0,0.0,2023-08-19
8999,579134590,3176714,Specialty,1,10.92,2023-08-19
9001,565122112,2027724,Specialty,0,0.0,2023-08-19
9080,550700335,1263203,Specialty,0,0.0,2023-08-19
12694,31462561,ENFAGROW0005679600607,Enfagrow,-1,-34.97,2023-08-19
12092,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,1086,32485.98,2023-08-19
9761,585731258,1281334,Specialty,10,565.2,2023-08-19
4086,579156271,3208434,Enfamil,0,0.0,2023-08-19
12417,31462562,ENFAGROW0005679600609,Enfagrow,39,1363.83,2023-08-19
4087,577723571,2051716,Enfamil,0,0.0,2023-08-19
4091,567213429,2044708,Enfamil,0,0.0,2023-08-19
3447,567294751,2044708,Enfamil,1,70.02,2023-08-19
9934,555104251,3168834,Super High Premium,1517,70734.15,2023-08-19
4084,260006317,3271279,Enfamil,1799,69764.1,2023-08-19
1761,2684529,1253140,Enfamil,0,0.0,2023-08-19
1763,554261579,2038262,Enfamil,0,0.0,2023-08-19
1767,567626962,2040672,Enfamil,0,0.0,2023-08-19
9846,587572923,3168591,Specialty,0,0.0,2023-08-19
9848,551504295,1222396,Specialty,0,0.0,2023-08-19
6955,7903108,2050691,Enfamil WIC,129031,2760280.79,2023-08-19
6953,7900511,2051560,Enfamil WIC,1,102.48,2023-08-19
6954,7907644,2050691,Enfamil WIC,0,0.0,2023-08-19
5369,579134589,3118127,Enfamil,0,0.0,2023-08-19
12009,30196611,ENFAMIL0005679690600,Enfamil,3,215.91,2023-08-19
6863,30193082,2014690,Enfamil,1454,63784.48,2023-08-19
4083,550342753,2040264,Enfamil,0,0.0,2023-08-19
3441,567284251,3179307,Enfamil,20010,236596.66,2023-08-19
10047,555219839,2032919,Super High Premium,0,0.0,2023-08-19
2115,567284252,3263944,Enfamil,26508,1242534.25,2023-08-19
9356,551504297,1222396,Specialty,0,0.0,2023-08-19
7237,7900546,1158654,Enfamil WIC,0,0.0,2023-08-19
4432,575182521,3180085,Enfamil,0,0.0,2023-08-19
5331,2679139,3127349,Enfamil,1,57.0,2023-08-19
5805,550265664,2004828,Enfamil,0,0.0,2023-08-19
5804,567284249,2051531,Enfamil,6751,66923.51,2023-08-19
7258,552068775,3221965,Enfamil WIC,10962,260914.09,2023-08-19
4434,567213435,2044678,Enfamil,0,0.0,2023-08-19
4080,567284245,3172817,Enfamil,3,162.0,2023-08-19
1936,2884552,1269807,Enfamil,1440,103322.18,2023-08-19
1935,30193461,1278790,Enfamil,1635,71794.78,2023-08-19
9078,576905993,3168592,Specialty,0,0.0,2023-08-19
9079,571563522,3168592,Specialty,6873,203372.2,2023-08-19
3440,584854469,3268271,Enfamil,1100,14098.12,2023-08-19
12818,50195401,ENFAMIL0005679680635,Enfamil,3065,42809.51,2023-08-19
4082,567213441,3179307,Enfamil,0,0.0,2023-08-19
5801,584854468,3208437,Enfamil,560,8344.98,2023-08-19
487,550265666,2039832,Enfagrow,25,503.28,2023-08-19
191,652513690,3189347,Enfagrow,18,454.82,2023-08-19
5111,574444648,2053268,Enfamil,0,0.0,2023-08-19
3778,567213437,3264230,Enfamil,0,0.0,2023-08-19
3106,584727078,3192255,Enfamil,26,1007.0,2023-08-19
12158,30305086,ENFAMIL0005679680595,Enfamil,16,495.52,2023-08-19
1093,260029332,2039898,Enfagrow,0,0.0,2023-08-19
5479,552530590,2020391,Enfamil,0,0.0,2023-08-19
7681,553651394,2055489,Nutramigen / Allergy,4855,291672.61,2023-08-19
10524,651283844,3226132,Super High Premium,618,21427.6,2023-08-19
5471,567284242,3198879,Enfamil,21094,1095916.31,2023-08-19
10533,579134625,3168804,Super High Premium,3,119.0,2023-08-19
10538,596915600,2055825,Super High Premium,0,0.0,2023-08-19
8701,551355517,2009112,Nutramigen / Allergy,0,0.0,2023-08-19
3109,578767986,2044905,Enfamil,0,0.0,2023-08-19
3110,260006352,2039733,Enfamil,0,0.0,2023-08-19
3112,650169853,3267532,Enfamil,4065,268268.84,2023-08-19
12384,30305920,ENFAMIL0005679690594,Enfamil,8018,478874.91,2023-08-19
10587,584854467,3169719,Super High Premium,0,0.0,2023-08-19
10534,577723572,2050292,Super High Premium,0,0.0,2023-08-19
3779,567284250,2044704,Enfamil,0,0.0,2023-08-19
11760,31198018,1015280,Vitamins,258,4465.71,2023-08-19
12542,30305858,ENFAMIL0005679690596,Enfamil,23,1616.11,2023-08-19
646,595589032,3188849,Enfagrow,0,0.0,2023-08-19
11728,582113540,3180063,Vitamins,2526,22242.89,2023-08-19
8803,552913494,1282194,Specialty,0,0.0,2023-08-19
4787,650146549,3219261,Enfamil,4889,341212.3,2023-08-19
8802,551355463,1249544,Specialty,1,59.76,2023-08-19
3977,31600025,2047807,Enfamil,503,22106.21,2023-08-19
1423,557655345,3125594,Enfamil,19001,622150.47,2023-08-19
3978,2884587,1274014,Enfamil,1,39.97,2023-08-19
8357,554228278,2049518,Nutramigen / Allergy,12960,230005.61,2023-08-19
11512,4047284,1015278,Vitamins,35,628.95,2023-08-19
11513,31198064,1015277,Vitamins,180,2887.21,2023-08-19
5467,7904557,2004137,Enfamil,0,0.0,2023-08-19
5468,574258297,2050880,Enfamil,3507,41373.68,2023-08-19
5469,581623211,3186640,Enfamil,0,0.0,2023-08-19
10425,581323024,3141465,Super High Premium,0,0.0,2023-08-19
3644,2884594,1274015,Enfamil,137,5228.75,2023-08-19
3645,30697615,2015389,Enfamil,3,74.91,2023-08-19
6631,574258295,2050879,Enfamil,0,0.0,2023-08-19
10876,551726319,2011692,Vitamins,0,0.0,2023-08-19
10875,581615952,3129124,Vitamins,0,0.0,2023-08-19
7570,2667021,1158652,Enfamil WIC,2735,18232.26,2023-08-19
11617,593015359,3119481,Vitamins,1,9.98,2023-08-19
5986,30697614,2008810,Enfamil,0,0.0,2023-08-19
10752,596927539,2055825,Super High Premium,-2,-71.54,2023-08-19
12736,50195396,ENFAMIL0005679690624,Enfamil,1835,139674.71,2023-08-19
4965,31091420,2027936,Enfamil,9,404.82,2023-08-19
4964,2870265,1241760,Enfamil,322,23136.34,2023-08-19
2647,30193490,1278787,Enfamil,2125,130235.32,2023-08-19
8553,576905994,3194722,Nutramigen / Allergy,0,0.0,2023-08-19
4962,30193083,2014689,Enfamil,1396,85576.16,2023-08-19
1195,579156399,2055320,Enfagrow,0,0.0,2023-08-19
6163,552068777,3209701,Enfamil,5211,202170.37,2023-08-19
6166,578767985,2050880,Enfamil,0,0.0,2023-08-19
6167,7904550,3179305,Enfamil,4152,78020.62,2023-08-19
3979,30193491,1278789,Enfamil,3116,191120.91,2023-08-19
242,31337318,2040255,Enfagrow,0,0.0,2023-08-19
5988,30192357,1269779,Enfamil,18,183.16,2023-08-19
10788,563982269,1281223,Unknown,0,0.0,2023-08-19
12301,30305981,ENFAMIL0005679690591,Enfamil,1941,115935.07,2023-08-19
10373,651283843,3199418,Super High Premium,0,0.0,2023-08-19
7429,2611686,3271390,Enfamil WIC,26769,639147.7,2023-08-19
6162,550265663,3204864,Enfamil,688,14912.7,2023-08-19
7891,658399760,3200488,Nutramigen / Allergy,0,0.0,2023-08-19
7882,7900560,1258556,Nutramigen / Allergy,0,0.0,2023-08-19
4289,2884573,1274013,Enfamil,22,825.34,2023-08-19
8483,7900574,2049717,Nutramigen / Allergy,0,0.0,2023-08-19
6618,562987487,2039770,Enfamil,0,0.0,2023-08-19
11576,31198057,1015280,Vitamins,185,3162.45,2023-08-19
6617,567213434,2044710,Enfamil,0,0.0,2023-08-19
6615,567213439,3172817,Enfamil,0,0.0,2023-08-19
6614,260006324,2039734,Enfamil,0,0.0,2023-08-19
2649,30193489,1278788,Enfamil,2543,111585.46,2023-08-19
6613,557655356,2051562,Enfamil,17113,510142.11,2023-08-19
7880,661511631,3200488,Nutramigen / Allergy,1992,47343.47,2023-08-19
7878,551174858,2050676,Nutramigen / Allergy,0,0.0,2023-08-19
7876,554261587,2038263,Nutramigen / Allergy,0,0.0,2023-08-19
6607,550342754,2004137,Enfamil,0,0.0,2023-08-19
7875,2635245,2049717,Nutramigen / Allergy,306,1672.98,2023-08-19
12566,30306000,ENFAGROW0005679680598,Enfagrow,2919,46505.51,2023-08-19
11616,581615953,3123461,Vitamins,255,4024.36,2023-08-19
4788,584727077,3172819,Enfamil,154,5936.88,2023-08-19
1419,567284243,3192028,Enfamil,8682,327312.03,2023-08-19
1015,587572922,3170182,Enfagrow,2005,65924.81,2023-08-19
11282,4001206,1014867,Vitamins,102,423.21,2023-08-19
2432,567213440,2044711,Enfamil,0,0.0,2023-08-19
2430,567284253,3180082,Enfamil,6153,60999.09,2023-08-19
11281,4009934,1014875,Vitamins,25,177.9,2023-08-19
2429,550357967,3180902,Enfamil,0,0.0,2023-08-19
7950,260085781,2050660,Nutramigen / Allergy,1906,104498.55,2023-08-19
2790,569043057,3264230,Enfamil,1234,42876.01,2023-08-19
2791,260004735,3180902,Enfamil,3156,122161.44,2023-08-19
780,555115354,3158116,Enfagrow,0,0.0,2023-08-19
8938,7904452,3204862,Specialty,28,208.88,2023-08-19
12875,50195400,ENFAMIL0005679690632,Enfamil,3062,157363.23,2023-08-19
12767,30305696,ENFAMIL0005679680590,Enfamil,8,247.76,2023-08-19
11931,30519315,ENFAGROW0005679690608,Enfagrow,0,0.0,2023-08-19
8878,574258298,2050961,Specialty,0,0.0,2023-08-19
8153,551355482,2015590,Nutramigen / Allergy,0,0.0,2023-08-19
12631,50195398,ENFAMIL0005679600626,Enfamil,706,50639.66,2023-08-19
4079,550370989,2005349,Enfamil,0,0.0,2023-08-19
854,555221008,2039209,Enfagrow,0,0.0,2023-08-19
7821,567530185,2004138,Nutramigen / Allergy,0,0.0,2023-08-19
2979,30782926,2015336,Enfamil,735,52525.99,2023-08-19
218,557655333,2039738,Enfagrow,0,0.0,2023-08-19
11817,4007437,1253339,Vitamins,173,1471.23,2023-08-19
8237,2684457,2050661,Nutramigen / Allergy,54719,2068024.11,2023-08-19
927,562987495,2039211,Enfagrow,0,0.0,2023-08-19
10208,577723573,2050291,Super High Premium,0,0.0,2023-08-19
923,260008058,2026652,Enfagrow,0,0.0,2023-08-19
7466,2667028,3181651,Enfamil WIC,7368,174854.47,2023-08-19
11283,582113539,3180047,Vitamins,3738,32969.32,2023-08-19
5105,567284244,3125595,Enfamil,-1,-44.86,2023-08-19
2788,567284246,3142820,Enfamil,0,0.0,2023-08-19
6321,31749037,3176973,Enfamil,1,43.97,2023-08-19
11967,50195397,ENFAMIL0005679600627,Enfamil,1365,71320.34,2023-08-19
11144,4001213,1014879,Vitamins,202,1601.74,2023-08-19
2440,567213431,2044707,Enfamil,0,0.0,2023-08-19
2439,574258299,3173463,Enfamil,0,0.0,2023-08-19
11284,583919567,3123461,Vitamins,0,0.0,2023-08-19
275,555115349,3158115,Enfagrow,10233,142258.44,2023-08-19
8154,260096442,1238597,Nutramigen / Allergy,1,173.94,2023-08-19
7446,2684415,2051560,Enfamil WIC,173528,3254557.83,2023-08-19
10145,571444203,2042059,Super High Premium,0,0.0,2023-08-19
11143,653461203,3179882,Vitamins,0,0.0,2023-08-19
10146,574258301,3199413,Super High Premium,0,0.0,2023-08-19
643,652513659,3189345,Enfagrow,641,19217.26,2023-08-19
7438,7900539,1154529,Enfamil WIC,0,0.0,2023-08-19
5108,567213430,2044709,Enfamil,0,0.0,2023-08-19
4789,562987491,2051562,Enfamil,0,0.0,2023-08-19
12238,30305999,ENFAGROW0005679680599,Enfagrow,3982,63380.92,2023-08-19
5107,577723574,2051717,Enfamil,0,0.0,2023-08-19
7909,2875354,1239201,Nutramigen / Allergy,1,22.84,2023-08-19
2433,575182522,2050728,Enfamil,0,0.0,2023-08-19
2434,574258300,3173309,Enfamil,2,77.76,2023-08-19
12280,50195399,ENFAMIL0005679680625,Enfamil,974,31133.53,2023-08-19
7746,574439788,3130631,Nutramigen / Allergy,1113,78028.77,2023-08-19
4790,567284247,2048566,Enfamil,0,0.0,2023-08-19
5106,554228279,3204863,Enfamil,20616,264379.63,2023-08-19
10808,4001206,1014867,Vitamins,111,525.81,2023-08-26
395,557655333,2039738,Enfagrow,0,0.0,2023-08-26
3053,554228279,3204863,Enfamil,19579,250940.03,2023-08-26
12757,30305696,ENFAMIL0005679680590,Enfamil,266,8237.05,2023-08-26
8217,574439788,3130631,Nutramigen / Allergy,650,45473.67,2023-08-26
10807,4007437,1253339,Vitamins,188,1682.51,2023-08-26
7806,576905994,3194722,Nutramigen / Allergy,0,0.0,2023-08-26
3054,557655356,2051562,Enfamil,17772,530026.16,2023-08-26
695,7900567,2026652,Enfagrow,0,0.0,2023-08-26
5274,2884573,1274013,Enfamil,118,4355.06,2023-08-26
11334,551726319,2011692,Vitamins,0,0.0,2023-08-26
4367,567284252,3263944,Enfamil,25313,1186221.78,2023-08-26
5359,2679139,3127349,Enfamil,0,0.0,2023-08-26
11260,31198057,1015280,Vitamins,201,3467.23,2023-08-26
10795,563982269,1281223,Unknown,0,0.0,2023-08-26
5276,2884552,1269807,Enfamil,1245,89334.89,2023-08-26
11272,582113540,3180063,Vitamins,2534,22326.91,2023-08-26
12065,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,1850,55401.49,2023-08-26
1177,652513690,3189347,Enfagrow,7,164.3,2023-08-26
11863,31198064,1015277,Vitamins,157,2521.32,2023-08-26
8140,661511631,3200488,Nutramigen / Allergy,1605,37824.17,2023-08-26
7778,7900574,2049717,Nutramigen / Allergy,0,0.0,2023-08-26
5275,30697614,2008810,Enfamil,0,0.0,2023-08-26
694,260029332,2039898,Enfagrow,0,0.0,2023-08-26
2648,30193083,2014689,Enfamil,1265,77556.48,2023-08-26
11800,593015359,3119481,Vitamins,0,-12.78,2023-08-26
4290,31749037,3176973,Enfamil,-1,-43.97,2023-08-26
11761,31198018,1015280,Vitamins,228,3915.36,2023-08-26
1060,31337318,2040255,Enfagrow,0,0.0,2023-08-26
12852,50195400,ENFAMIL0005679690632,Enfamil,3157,162354.47,2023-08-26
2726,574444649,2053275,Enfamil,0,0.0,2023-08-26
2727,567284244,3125595,Enfamil,0,0.0,2023-08-26
9679,587572923,3168591,Specialty,0,0.0,2023-08-26
396,652513659,3189345,Enfagrow,401,12024.86,2023-08-26
12012,30196611,ENFAMIL0005679690600,Enfamil,8,557.76,2023-08-26
4903,550265664,2004828,Enfamil,0,0.0,2023-08-26
10938,653461203,3179882,Vitamins,0,0.0,2023-08-26
8286,551355517,2009112,Nutramigen / Allergy,0,0.0,2023-08-26
2729,567284249,2051531,Enfamil,6420,63634.69,2023-08-26
397,579134591,3180081,Enfagrow,0,0.0,2023-08-26
2730,567284243,3192028,Enfamil,9243,348363.43,2023-08-26
7032,7900546,1158654,Enfamil WIC,0,0.0,2023-08-26
12237,30305999,ENFAGROW0005679680599,Enfagrow,4683,74376.09,2023-08-26
7082,7900511,2051560,Enfamil WIC,0,0.0,2023-08-26
998,555115354,3158116,Enfagrow,0,0.0,2023-08-26
999,555221008,2039209,Enfagrow,0,0.0,2023-08-26
7732,658399760,3200488,Nutramigen / Allergy,-2,-47.98,2023-08-26
2728,550342753,2040264,Enfamil,0,0.0,2023-08-26
6322,2884594,1274015,Enfamil,50,1912.89,2023-08-26
548,587572922,3170182,Enfagrow,2209,72615.48,2023-08-26
1082,595589032,3188849,Enfagrow,0,0.0,2023-08-26
12622,50195398,ENFAMIL0005679600626,Enfamil,702,50398.46,2023-08-26
6512,584854468,3208437,Enfamil,1370,20433.79,2023-08-26
10854,4047284,1015278,Vitamins,17,305.49,2023-08-26
6511,584854469,3268271,Enfamil,671,8603.2,2023-08-26
10862,581615953,3123461,Vitamins,162,2437.77,2023-08-26
6509,552068777,3209701,Enfamil,5346,207461.87,2023-08-26
4368,567213437,3264230,Enfamil,0,0.0,2023-08-26
11799,581615952,3129124,Vitamins,0,0.0,2023-08-26
6508,2684529,1253140,Enfamil,0,0.0,2023-08-26
12587,30306000,ENFAGROW0005679680598,Enfagrow,3170,50286.48,2023-08-26
11801,583919567,3123461,Vitamins,0,0.0,2023-08-26
12340,30305981,ENFAMIL0005679690591,Enfamil,1290,77096.67,2023-08-26
808,579156399,2055320,Enfagrow,0,0.0,2023-08-26
9609,576905993,3168592,Specialty,0,0.0,2023-08-26
11531,4009934,1014875,Vitamins,17,209.88,2023-08-26
9753,574258298,2050961,Specialty,0,0.0,2023-08-26
11198,582113539,3180047,Vitamins,3900,34380.38,2023-08-26
4369,567213429,2044708,Enfamil,0,0.0,2023-08-26
4370,550342754,2004137,Enfamil,0,0.0,2023-08-26
12276,50195399,ENFAMIL0005679680625,Enfamil,942,30108.93,2023-08-26
942,562987495,2039211,Enfagrow,0,0.0,2023-08-26
9542,565122112,2027724,Specialty,0,0.0,2023-08-26
8004,260096442,1238597,Nutramigen / Allergy,0,0.0,2023-08-26
9540,552913489,1282188,Specialty,0,0.0,2023-08-26
626,550265666,2039832,Enfagrow,23,492.02,2023-08-26
11932,30519315,ENFAGROW0005679690608,Enfagrow,0,0.0,2023-08-26
8864,551355457,1014853,Specialty,0,0.0,2023-08-26
627,555115349,3158115,Enfagrow,9688,134865.92,2023-08-26
7178,552068775,3221965,Enfamil WIC,8878,211131.92,2023-08-26
7502,2667021,1158652,Enfamil WIC,2446,16160.65,2023-08-26
7177,7907644,2050691,Enfamil WIC,0,0.0,2023-08-26
6770,574258299,3173463,Enfamil,0,0.0,2023-08-26
6769,552530590,2020391,Enfamil,0,0.0,2023-08-26
5745,574444648,2053268,Enfamil,0,0.0,2023-08-26
5743,260006317,3271279,Enfamil,1186,46018.89,2023-08-26
5061,550370989,2005349,Enfamil,0,0.0,2023-08-26
5060,567626962,2040672,Enfamil,0,0.0,2023-08-26
7935,551355482,2015590,Nutramigen / Allergy,0,0.0,2023-08-26
9489,585731258,1281334,Specialty,0,0.0,2023-08-26
1710,554261579,2038262,Enfamil,1,30.0,2023-08-26
1711,650169853,3267532,Enfamil,3187,210311.42,2023-08-26
1712,260006324,2039734,Enfamil,0,0.0,2023-08-26
5059,567284246,3142820,Enfamil,3,122.52,2023-08-26
5058,567213439,3172817,Enfamil,0,0.0,2023-08-26
12396,30305920,ENFAMIL0005679690594,Enfamil,6251,373671.03,2023-08-26
1713,567213435,2044678,Enfamil,0,0.0,2023-08-26
7374,2684380,2051530,Enfamil WIC,7713,38248.86,2023-08-26
3268,30193490,1278787,Enfamil,2451,150410.66,2023-08-26
12524,30305858,ENFAMIL0005679690596,Enfamil,71,4824.67,2023-08-26
9978,584854467,3169719,Super High Premium,0,0.0,2023-08-26
10410,581323024,3141465,Super High Premium,0,0.0,2023-08-26
9541,571563522,3168592,Specialty,5398,160366.86,2023-08-26
1709,575182521,3180085,Enfamil,0,0.0,2023-08-26
3374,569043057,3264230,Enfamil,2042,70745.83,2023-08-26
10037,571561732,3168590,Super High Premium,-2,-102.28,2023-08-26
2977,30193082,2014690,Enfamil,1558,68447.47,2023-08-26
6111,577723574,2051717,Enfamil,0,0.0,2023-08-26
11968,50195397,ENFAMIL0005679600627,Enfamil,1358,71056.05,2023-08-26
10134,577723572,2050292,Super High Premium,0,0.0,2023-08-26
7455,7900539,1154529,Enfamil WIC,0,0.0,2023-08-26
6112,562987491,2051562,Enfamil,0,0.0,2023-08-26
5407,579134589,3118127,Enfamil,0,0.0,2023-08-26
5409,260006352,2039733,Enfamil,0,0.0,2023-08-26
5410,567284245,3172817,Enfamil,8,262.0,2023-08-26
7460,2684415,2051560,Enfamil WIC,161540,3036444.6,2023-08-26
2374,567213431,2044707,Enfamil,0,0.0,2023-08-26
5411,567294751,2044708,Enfamil,7,340.82,2023-08-26
2375,584727077,3172819,Enfamil,128,4978.0,2023-08-26
8928,552913494,1282194,Specialty,0,0.0,2023-08-26
7934,551174858,2050676,Nutramigen / Allergy,0,0.0,2023-08-26
2376,567213430,2044709,Enfamil,0,0.0,2023-08-26
5413,584727078,3192255,Enfamil,4,130.0,2023-08-26
5414,550357967,3180902,Enfamil,0,0.0,2023-08-26
2061,578767985,2050880,Enfamil,0,0.0,2023-08-26
2377,567213441,3179307,Enfamil,0,0.0,2023-08-26
2378,567213434,2044710,Enfamil,0,0.0,2023-08-26
2379,557655345,3125594,Enfamil,19853,650336.05,2023-08-26
2978,2884587,1274014,Enfamil,0,0.0,2023-08-26
12695,31462561,ENFAGROW0005679600607,Enfagrow,3,104.91,2023-08-26
2060,577723571,2051716,Enfamil,0,0.0,2023-08-26
2059,550265663,3204864,Enfamil,743,16011.26,2023-08-26
9464,30625556,2014467,Specialty,3900,16491.55,2023-08-26
2313,30193489,1278788,Enfamil,1934,84882.13,2023-08-26
2312,30193491,1278789,Enfamil,2994,183720.58,2023-08-26
5412,567284247,2048566,Enfamil,0,0.0,2023-08-26
3269,30697615,2015389,Enfamil,3,74.91,2023-08-26
3373,567284253,3180082,Enfamil,5020,49702.15,2023-08-26
3376,574258295,2050879,Enfamil,0,0.0,2023-08-26
